#SCREEN_ID	IDENTIFIER_ID	IDENTIFIER_TYPE	OFFICIAL_SYMBOL	ALIASES	ORGANISM_ID	ORGANISM_OFFICIAL	SCORE.1	SCORE.2	SCORE.3	SCORE.4	SCORE.5	HIT	SOURCE
1476	56852	ENTREZ_GENE	RAD18	RNF73	9606	Homo sapiens	-0.7910632584	2.467650688e-09	-	-	-	YES	BioGRID ORCS
1476	165918	ENTREZ_GENE	RNF168	hRNF168|FLJ35794	9606	Homo sapiens	-0.7160943604	2.621791039e-07	-	-	-	YES	BioGRID ORCS
1476	51366	ENTREZ_GENE	UBR5	DD5|EDD|EDD1|HYD|KIAA0896	9606	Homo sapiens	-0.650732903	1.043710138e-09	-	-	-	YES	BioGRID ORCS
1476	55120	ENTREZ_GENE	FANCL	FAAP43|PHF9|POG|FLJ10335	9606	Homo sapiens	-0.6202548347	0.0001360096264	-	-	-	YES	BioGRID ORCS
1476	197370	ENTREZ_GENE	NSMCE1	NSE1	9606	Homo sapiens	-0.5711779747	0.0002660389941	-	-	-	YES	BioGRID ORCS
1476	90379	ENTREZ_GENE	DCAF15	C19orf72	9606	Homo sapiens	-0.5384191431	2.276670424e-05	-	-	-	YES	BioGRID ORCS
1476	90025	ENTREZ_GENE	UBE3D	C6orf157|H10BH|UBE2CBP|YJR141W|DKFZp434A1520	9606	Homo sapiens	-0.4486412884	2.901227073e-05	-	-	-	YES	BioGRID ORCS
1476	9320	ENTREZ_GENE	TRIP12	TRIP-12|ULF|KIAA0045	9606	Homo sapiens	-0.4403691571	5.296151596e-07	-	-	-	YES	BioGRID ORCS
1476	84447	ENTREZ_GENE	SYVN1	DER3|HRD1	9606	Homo sapiens	-0.4054487025	3.621598702e-05	-	-	-	YES	BioGRID ORCS
1476	580	ENTREZ_GENE	BARD1	-	9606	Homo sapiens	-0.3900002973	1.795478034e-05	-	-	-	YES	BioGRID ORCS
1476	55294	ENTREZ_GENE	FBXW7	AGO|CDC4|FBW6|FBW7|FBX30|FBXO30|FBXW6|SEL-10|SEL10|hAgo|hCdc4|FLJ11071	9606	Homo sapiens	-0.3889892986	0.000336069068	-	-	-	YES	BioGRID ORCS
1476	131405	ENTREZ_GENE	TRIM71	LIN-41|LIN41	9606	Homo sapiens	-0.3858894075	0.0003203524805	-	-	-	YES	BioGRID ORCS
1476	9616	ENTREZ_GENE	RNF7	CKBBP1|ROC2|SAG	9606	Homo sapiens	-0.3487316387	0.00108834319	-	-	-	YES	BioGRID ORCS
1476	90850	ENTREZ_GENE	ZNF598	FLJ00086	9606	Homo sapiens	-0.3103029246	0.000209885742	-	-	-	YES	BioGRID ORCS
1476	79184	ENTREZ_GENE	BRCC3	BRCC36|C6.1A|CXorf53	9606	Homo sapiens	-0.3021769646	6.916191088e-07	-	-	-	YES	BioGRID ORCS
1476	84464	ENTREZ_GENE	SLX4	BTBD12|FANCP|MUS312|KIAA1987|KIAA1784	9606	Homo sapiens	-0.2971686279	0.0001557163365	-	-	-	NO	BioGRID ORCS
1476	672	ENTREZ_GENE	BRCA1	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	9606	Homo sapiens	-0.2925316333	0.00129772063	-	-	-	NO	BioGRID ORCS
1476	55167	ENTREZ_GENE	MSL2	MSL-2|MSL2L1|RNF184|KIAA1585|FLJ10546	9606	Homo sapiens	-0.2861518265	0.003713935449	-	-	-	NO	BioGRID ORCS
1476	22992	ENTREZ_GENE	KDM2A	CXXC8|FBL11|FBL7|FBXL11|JHDM1A|LILINA|KIAA1004|FLJ00115|DKFZP434M1735	9606	Homo sapiens	-0.2490909179	0.0008219274798	-	-	-	NO	BioGRID ORCS
1476	22888	ENTREZ_GENE	UBOX5	RNF37|UBCE7IP5|UIP5|hUIP5|KIAA0860	9606	Homo sapiens	-0.2466176661	0.006078576402	-	-	-	NO	BioGRID ORCS
1476	57154	ENTREZ_GENE	SMURF1	KIAA1625	9606	Homo sapiens	-0.2292094519	1.831325142e-06	-	-	-	NO	BioGRID ORCS
1476	79798	ENTREZ_GENE	ARMC5	AIMAH2|FLJ13063	9606	Homo sapiens	-0.2281022058	2.483902459e-05	-	-	-	NO	BioGRID ORCS
1476	51136	ENTREZ_GENE	RNFT1	PTD016	9606	Homo sapiens	-0.2194165459	0.01505350316	-	-	-	NO	BioGRID ORCS
1476	10273	ENTREZ_GENE	STUB1	CHIP|HSPABP2|NY-CO-7|SCAR16|SDCCAG7|UBOX1	9606	Homo sapiens	-0.2193567479	0.00100633525	-	-	-	NO	BioGRID ORCS
1476	10489	ENTREZ_GENE	LRRC41	MUF1|PP7759	9606	Homo sapiens	-0.218431152	0.002026529953	-	-	-	NO	BioGRID ORCS
1476	10625	ENTREZ_GENE	IVNS1ABP	FLARA3|HSPC068|KLHL39|ND1|NS-1|NS1-BP|NS1BP|KIAA0850	9606	Homo sapiens	-0.2175753996	3.98573733e-07	-	-	-	NO	BioGRID ORCS
1476	55658	ENTREZ_GENE	RNF126	FLJ20552	9606	Homo sapiens	-0.2128267105	0.2327923836	-	-	-	NO	BioGRID ORCS
1476	25897	ENTREZ_GENE	RNF19A	RNF19|DKFZp566B1346|dorfin	9606	Homo sapiens	-0.2118041231	0.3857759515	-	-	-	NO	BioGRID ORCS
1476	57534	ENTREZ_GENE	MIB1	DIP-1|DIP1|LVNC7|MIB|ZZANK2|ZZZ6|KIAA1323	9606	Homo sapiens	-0.21106091	0.0006712802774	-	-	-	NO	BioGRID ORCS
1476	27107	ENTREZ_GENE	ZBTB11	ZNF-U69274|ZNF913	9606	Homo sapiens	-0.2097760486	0.6662409622	-	-	-	NO	BioGRID ORCS
1476	899	ENTREZ_GENE	CCNF	FBX1|FBXO1	9606	Homo sapiens	-0.2061620372	0.3272313401	-	-	-	NO	BioGRID ORCS
1476	25879	ENTREZ_GENE	DCAF13	GM83|HSPC064|Sof1|WDSOF1|DKFZP564O0463	9606	Homo sapiens	-0.2008607455	0.7513140103	-	-	-	NO	BioGRID ORCS
1476	64326	ENTREZ_GENE	RFWD2	COP1|RNF200|FLJ10416	9606	Homo sapiens	-0.1958135253	0.002629345503	-	-	-	NO	BioGRID ORCS
1476	79872	ENTREZ_GENE	CBLL1	HAKAI|RNF188|FLJ23109	9606	Homo sapiens	-0.189822474	0.005471872861	-	-	-	NO	BioGRID ORCS
1476	57448	ENTREZ_GENE	BIRC6	APOLLON|BRUCE	9606	Homo sapiens	-0.1895207591	0.02369934291	-	-	-	NO	BioGRID ORCS
1476	51185	ENTREZ_GENE	CRBN	MRT2|MRT2A	9606	Homo sapiens	-0.1859000192	0.07187197527	-	-	-	NO	BioGRID ORCS
1476	9736	ENTREZ_GENE	USP34	KIAA0729|KIAA0570	9606	Homo sapiens	-0.1844781054	0.002697186905	-	-	-	NO	BioGRID ORCS
1476	9148	ENTREZ_GENE	NEURL1	NEUR1|NEURL|RNF67|bA416N2.1|neu|neu-1|h-neu	9606	Homo sapiens	-0.182939516	0.3017061835	-	-	-	NO	BioGRID ORCS
1476	4591	ENTREZ_GENE	TRIM37	MUL|POB1|TEF3|KIAA0898	9606	Homo sapiens	-0.1784908057	0.02248471084	-	-	-	NO	BioGRID ORCS
1476	136371	ENTREZ_GENE	ASB10	GLC1F	9606	Homo sapiens	-0.1761201036	0.0001164330655	-	-	-	NO	BioGRID ORCS
1476	51127	ENTREZ_GENE	TRIM17	RBCC|RNF16|terf	9606	Homo sapiens	-0.1720335879	0.2196404269	-	-	-	NO	BioGRID ORCS
1476	11236	ENTREZ_GENE	RNF139	HRCA1|RCA1|TRC8	9606	Homo sapiens	-0.1654448636	0.03074374579	-	-	-	NO	BioGRID ORCS
1476	8816	ENTREZ_GENE	DCAF5	BCRG2|BCRP2|D14S1461E|WDR22|KIAA1824	9606	Homo sapiens	-0.1609806261	6.718314346e-05	-	-	-	NO	BioGRID ORCS
1476	26234	ENTREZ_GENE	FBXL5	FBL4|FBL5|FLR1	9606	Homo sapiens	-0.1594186169	0.008480406604	-	-	-	NO	BioGRID ORCS
1476	4850	ENTREZ_GENE	CNOT4	CLONE243|NOT4|NOT4H	9606	Homo sapiens	-0.1580513818	0.0003713539039	-	-	-	NO	BioGRID ORCS
1476	80124	ENTREZ_GENE	VCPIP1	DUBA3|VCIP135|FLJ23132|KIAA1850	9606	Homo sapiens	-0.1567586674	0.009426286557	-	-	-	NO	BioGRID ORCS
1476	80344	ENTREZ_GENE	DCAF11	GL014|PRO2389|WDR23	9606	Homo sapiens	-0.1554827677	0.03222141756	-	-	-	NO	BioGRID ORCS
1476	29128	ENTREZ_GENE	UHRF1	ICBP90|Np95|RNF106|TDRD22|hNP95|hUHRF1|huNp95|FLJ21925	9606	Homo sapiens	-0.1524095583	0.002195760604	-	-	-	NO	BioGRID ORCS
1476	54542	ENTREZ_GENE	RC3H2	MNAB|RNF164|FLJ20301|FLJ20713	9606	Homo sapiens	-0.1519174252	0.6489087671	-	-	-	NO	BioGRID ORCS
1476	46593U	UNKNOWN	DTL(CDT2)	-	9606	Homo sapiens	-0.1519129197	0.006418080926	-	-	-	NO	BioGRID ORCS
1476	65986	ENTREZ_GENE	ZBTB10	RINZF|FLJ12752	9606	Homo sapiens	-0.1457154314	0.01338469569	-	-	-	NO	BioGRID ORCS
1476	79845	ENTREZ_GENE	RNF122	FLJ12526	9606	Homo sapiens	-0.1435028292	0.5218089391	-	-	-	NO	BioGRID ORCS
1476	442247	ENTREZ_GENE	RFPL4B	RNF211	9606	Homo sapiens	-0.143437543	0.002309139497	-	-	-	NO	BioGRID ORCS
1476	81790	ENTREZ_GENE	RNF170	ADSA|SNAX1|DKFZP564A022	9606	Homo sapiens	-0.1433741025	0.01370701946	-	-	-	NO	BioGRID ORCS
1476	55527	ENTREZ_GENE	FEM1A	EPRAP	9606	Homo sapiens	-0.1418560156	0.02150669771	-	-	-	NO	BioGRID ORCS
1476	257160	ENTREZ_GENE	RNF214	DKFZp547C195	9606	Homo sapiens	-0.1410467577	0.1484151467	-	-	-	NO	BioGRID ORCS
1476	46401U	UNKNOWN	CTRL00046	-	9606	Homo sapiens	-0.1402082292	0.3219697611	-	-	-	NO	BioGRID ORCS
1476	8454	ENTREZ_GENE	CUL1	-	9606	Homo sapiens	-0.1393720352	0.9012034444	-	-	-	NO	BioGRID ORCS
1476	140456	ENTREZ_GENE	ASB11	DKFZp779E2460	9606	Homo sapiens	-0.1386944322	0.1548069811	-	-	-	NO	BioGRID ORCS
1476	7186	ENTREZ_GENE	TRAF2	MGC:45012|TRAP|TRAP3	9606	Homo sapiens	-0.1328837291	0.2892511286	-	-	-	NO	BioGRID ORCS
1476	9690	ENTREZ_GENE	UBE3C	HECTH2|KIAA10|KIAA0010	9606	Homo sapiens	-0.1324078277	0.0006146265927	-	-	-	NO	BioGRID ORCS
1476	23014	ENTREZ_GENE	FBXO21	FBX21|KIAA0875	9606	Homo sapiens	-0.1316011884	0.8123247781	-	-	-	NO	BioGRID ORCS
1476	23291	ENTREZ_GENE	FBXW11	BTRC2|BTRCP2|FBW1B|FBXW1B|Fbw11|Hos|KIAA0696	9606	Homo sapiens	-0.1301665559	0.09780037239	-	-	-	NO	BioGRID ORCS
1476	26235	ENTREZ_GENE	FBXL4	FBL4|FBL5|MTDPS13	9606	Homo sapiens	-0.1285307727	0.1860324334	-	-	-	NO	BioGRID ORCS
1476	223082	ENTREZ_GENE	ZNRF2	RNF202	9606	Homo sapiens	-0.1284198391	0.3874208192	-	-	-	NO	BioGRID ORCS
1476	51725	ENTREZ_GENE	FBXO40	FBX40|KIAA1195	9606	Homo sapiens	-0.1238945732	0.02196948561	-	-	-	NO	BioGRID ORCS
1476	22890	ENTREZ_GENE	ZBTB1	ZNF909|KIAA0997	9606	Homo sapiens	-0.1230997812	0.5329165158	-	-	-	NO	BioGRID ORCS
1476	64320	ENTREZ_GENE	RNF25	AO7|FLJ13906	9606	Homo sapiens	-0.1216654986	0.0003206953041	-	-	-	NO	BioGRID ORCS
1476	151112	ENTREZ_GENE	ZSWIM2	MEX|ZZZ2	9606	Homo sapiens	-0.1212696819	0.5948118627	-	-	-	NO	BioGRID ORCS
1476	255877	ENTREZ_GENE	BCL6B	BAZF|ZBTB28|ZNF62	9606	Homo sapiens	-0.1206500612	0.01469723527	-	-	-	NO	BioGRID ORCS
1476	114792	ENTREZ_GENE	KLHL32	BKLHD5|KIAA1900|UG0030H05|dJ21F7.1	9606	Homo sapiens	-0.1199092941	0.2342832395	-	-	-	NO	BioGRID ORCS
1476	122809	ENTREZ_GENE	SOCS4	SOCS7	9606	Homo sapiens	-0.1195515317	0.03854493046	-	-	-	NO	BioGRID ORCS
1476	8452	ENTREZ_GENE	CUL3	CUL-3|PHA2E	9606	Homo sapiens	-0.116443934	0.08201492753	-	-	-	NO	BioGRID ORCS
1476	146310	ENTREZ_GENE	RNF151	-	9606	Homo sapiens	-0.115789325	0.1350845425	-	-	-	NO	BioGRID ORCS
1476	7737	ENTREZ_GENE	RNF113A	Cwc24|RNF113|TTD5|ZNF183	9606	Homo sapiens	-0.1132707048	0.5988304406	-	-	-	NO	BioGRID ORCS
1476	57531	ENTREZ_GENE	HACE1	SPPRS|KIAA1320	9606	Homo sapiens	-0.1128589908	0.06509015572	-	-	-	NO	BioGRID ORCS
1476	140459	ENTREZ_GENE	ASB6	-	9606	Homo sapiens	-0.1120845305	0.2610273698	-	-	-	NO	BioGRID ORCS
1476	7188	ENTREZ_GENE	TRAF5	MGC:39780|RNF84	9606	Homo sapiens	-0.1113071352	0.7777894924	-	-	-	NO	BioGRID ORCS
1476	6047	ENTREZ_GENE	RNF4	RES4-26|SLX5|SNURF	9606	Homo sapiens	-0.1096049106	0.04999603539	-	-	-	NO	BioGRID ORCS
1476	56658	ENTREZ_GENE	TRIM39	RNF23|TFP|TRIM39B	9606	Homo sapiens	-0.1077839085	0.08212397658	-	-	-	NO	BioGRID ORCS
