#SCREEN_ID	IDENTIFIER_ID	IDENTIFIER_TYPE	OFFICIAL_SYMBOL	ALIASES	ORGANISM_ID	ORGANISM_OFFICIAL	SCORE.1	SCORE.2	SCORE.3	SCORE.4	SCORE.5	HIT	SOURCE
1105	915	ENTREZ_GENE	CD3D	CD3-DELTA|IMD19|T3D	9606	Homo sapiens	1.57e-06	4.05e-06	0.99897	0.99904	-0.55415	YES	BioGRID ORCS
1105	25777	ENTREZ_GENE	SUN2	UNC84B	9606	Homo sapiens	0.00022304	0.00086289	0.79803	0.79895	-0.38339	YES	BioGRID ORCS
1105	3937	ENTREZ_GENE	LCP2	SLP-76|SLP76	9606	Homo sapiens	0.00040927	0.0015516	0.98452	0.98446	-0.23797	YES	BioGRID ORCS
1105	3459	ENTREZ_GENE	IFNGR1	CD119|IFNGR|IMD27A|IMD27B	9606	Homo sapiens	0.0005369	0.0019891	0.95329	0.95322	-0.31859	YES	BioGRID ORCS
1105	4179	ENTREZ_GENE	CD46	AHUS2|MCP|MIC10|TLX|TRA2.10	9606	Homo sapiens	0.00085093	0.003245	0.99915	0.99924	-0.26348	YES	BioGRID ORCS
1105	929	ENTREZ_GENE	CD14	-	9606	Homo sapiens	0.0010403	0.003804	0.99896	0.99903	-0.24917	YES	BioGRID ORCS
1105	4735	ENTREZ_GENE	SEPT2	DIFF6|NEDD-5|NEDD5|Pnutl3|hNedd5|KIAA0158	9606	Homo sapiens	0.0010636	0.0038931	0.94895	0.94898	-0.29161	YES	BioGRID ORCS
1105	3604	ENTREZ_GENE	TNFRSF9	4-1BB|CD137|CDw137|ILA	9606	Homo sapiens	0.0010914	0.0039985	0.99518	0.99507	-0.21679	YES	BioGRID ORCS
1105	3702	ENTREZ_GENE	ITK	EMT|LPFS1|LYK|PSCTK2	9606	Homo sapiens	0.0014748	0.0054893	0.99853	0.99868	-0.35744	YES	BioGRID ORCS
1105	8763	ENTREZ_GENE	CD164	DFNA66|MGC-24|MGC-24v|MUC-24|endolyn	9606	Homo sapiens	0.0016325	0.0059349	0.87426	0.87498	-0.22341	YES	BioGRID ORCS
1105	9473	ENTREZ_GENE	THEMIS2	C1orf38|ICB-1	9606	Homo sapiens	0.0017926	0.006494	0.17576	0.28218	-0.28341	YES	BioGRID ORCS
1105	90	ENTREZ_GENE	ACVR1	ACTRI|ACVR1A|ACVRLK2|ALK2|FOP|SKR1|TSRI	9606	Homo sapiens	0.001918	0.0069153	0.99808	0.99812	-0.18466	YES	BioGRID ORCS
1105	7976	ENTREZ_GENE	FZD3	Fz-3	9606	Homo sapiens	0.0022706	0.0080982	0.81078	0.81177	-0.22745	YES	BioGRID ORCS
1105	3679	ENTREZ_GENE	ITGA7	-	9606	Homo sapiens	0.0031319	0.010983	0.98371	0.98357	-0.19077	YES	BioGRID ORCS
1105	4790	ENTREZ_GENE	NFKB1	CVID12|EBP-1|KBF1|NF-kB1|NF-kappa-B|NF-kappaB|NFKB-p105|NFKB-p50|NFkappaB|p105|p50	9606	Homo sapiens	0.0036789	0.012919	0.79728	0.79807	-0.14306	YES	BioGRID ORCS
1105	6340	ENTREZ_GENE	SCNN1G	BESC3|ENaCg|ENaCgamma|PHA1|SCNEG	9606	Homo sapiens	0.0038319	0.013332	0.99408	0.99404	-0.23356	YES	BioGRID ORCS
1105	23157	ENTREZ_GENE	SEPT6	SEP2|SEPT2|KIAA0128	9606	Homo sapiens	0.0044951	0.015374	0.25072	0.37145	-0.063601	YES	BioGRID ORCS
1105	8809	ENTREZ_GENE	IL18R1	CD218a|CDw218a|IL-1Rrp|IL18RA|IL1RRP	9606	Homo sapiens	0.0046004	0.015722	0.92049	0.92089	-0.27563	YES	BioGRID ORCS
1105	4923	ENTREZ_GENE	NTSR1	NTR	9606	Homo sapiens	0.0046259	0.015844	0.89767	0.89805	-0.20754	YES	BioGRID ORCS
1105	347730	ENTREZ_GENE	LRRTM1	FLJ32082	9606	Homo sapiens	0.004975	0.016816	0.5365	0.5677	-0.099	YES	BioGRID ORCS
1105	84433	ENTREZ_GENE	CARD11	BENTA|BIMP3|CARMA1|IMD11|PPBL	9606	Homo sapiens	0.0053107	0.017667	0.8765	0.87732	-0.069495	YES	BioGRID ORCS
1105	10205	ENTREZ_GENE	MPZL2	EVA|EVA1	9606	Homo sapiens	0.0053771	0.017918	0.94327	0.94329	-0.236	YES	BioGRID ORCS
1105	10225	ENTREZ_GENE	CD96	TACTILE	9606	Homo sapiens	0.0061259	0.019717	0.081876	0.16673	-0.03462	YES	BioGRID ORCS
1105	925	ENTREZ_GENE	CD8A	CD8|Leu2|MAL|p32	9606	Homo sapiens	0.0066549	0.020948	0.98935	0.9893	-0.22088	YES	BioGRID ORCS
1105	3146	ENTREZ_GENE	HMGB1	HMG-1|HMG1|HMG3|SBP-1|DKFZp686A04236	9606	Homo sapiens	0.0069405	0.021621	0.91801	0.91836	-0.13037	YES	BioGRID ORCS
1105	2533	ENTREZ_GENE	FYB1	ADAP|FYB|PRO0823|SLAP-130|SLAP130|THC3|FYB-120/130	9606	Homo sapiens	0.0072748	0.022383	0.68082	0.68212	-0.21746	YES	BioGRID ORCS
1105	3635	ENTREZ_GENE	INPP5D	SHIP|SHIP-1|SHIP1|SIP-145|hp51CN|p150Ship	9606	Homo sapiens	0.0077547	0.023574	0.88753	0.88805	-0.20335	YES	BioGRID ORCS
1105	940	ENTREZ_GENE	CD28	Tp44	9606	Homo sapiens	0.0085683	0.025518	0.53327	0.56552	-0.097707	YES	BioGRID ORCS
1105	80024	ENTREZ_GENE	SLC8B1	NCKX6|NCLX|SLC24A6|FLJ22233	9606	Homo sapiens	0.009075	0.026742	0.92552	0.92566	-0.28341	YES	BioGRID ORCS
