#SCREEN_ID	IDENTIFIER_ID	IDENTIFIER_TYPE	OFFICIAL_SYMBOL	ALIASES	ORGANISM_ID	ORGANISM_OFFICIAL	SCORE.1	SCORE.2	SCORE.3	SCORE.4	SCORE.5	HIT	SOURCE
1957	6059	ENTREZ_GENE	ABCE1	ABC38|OABP|RLI|RLI1|RNASEL1|RNASELI|RNS4I	9606	Homo sapiens	-6.281	7.87e-05	0.00024488	0.005633	-	YES	BioGRID ORCS
1957	1738	ENTREZ_GENE	DLD	DLDD|DLDH|E3|GCSL|LAD|PHE3	9606	Homo sapiens	-6.0365	0.00090486	0.0025722	0.026468	-	YES	BioGRID ORCS
1957	54707	ENTREZ_GENE	GPN2	ATPBD1B|FLJ10349	9606	Homo sapiens	-5.8613	9.86e-09	3.62e-07	0.000141	-	YES	BioGRID ORCS
1957	23141	ENTREZ_GENE	ANKLE2	KIAA0692|LEMD7|Lem4|MCPH16	9606	Homo sapiens	-5.7163	4.12e-05	0.00019786	0.00509	-	YES	BioGRID ORCS
1957	55339	ENTREZ_GENE	WDR33	NET14|WDC146|FLJ11294	9606	Homo sapiens	-5.6261	1.2e-05	5.32e-05	0.002484	-	YES	BioGRID ORCS
1957	527	ENTREZ_GENE	ATP6V0C	ATP6C|ATP6L|ATPL|VATL|VPPC|Vma3	9606	Homo sapiens	-5.5748	3.38e-08	3.62e-07	0.000141	-	YES	BioGRID ORCS
1957	1938	ENTREZ_GENE	EEF2	EEF-2|EF-2|EF2|SCA26	9606	Homo sapiens	-5.5062	4.08e-07	1.09e-06	0.00027	-	YES	BioGRID ORCS
1957	6209	ENTREZ_GENE	RPS15	RIG|S15	9606	Homo sapiens	-5.5059	0.002762	0.0053929	0.047797	-	YES	BioGRID ORCS
1957	6208	ENTREZ_GENE	RPS14	EMTB|S14	9606	Homo sapiens	-5.5057	0.0015943	0.0030887	0.030397	-	YES	BioGRID ORCS
1957	10135	ENTREZ_GENE	NAMPT	1110035O14Rik|PBEF|PBEF1|VF|VISFATIN	9606	Homo sapiens	-5.5044	1.95e-05	9.3e-05	0.003357	-	YES	BioGRID ORCS
1957	4738	ENTREZ_GENE	NEDD8	NEDD-8	9606	Homo sapiens	-5.5007	3.91e-05	0.00012045	0.00387	-	YES	BioGRID ORCS
1957	6634	ENTREZ_GENE	SNRPD3	SMD3|Sm-D3	9606	Homo sapiens	-5.4623	2.14e-07	1.09e-06	0.00027	-	YES	BioGRID ORCS
1957	3035	ENTREZ_GENE	HARS	CMT2W|HRS|USH3B	9606	Homo sapiens	-5.4501	6.95e-07	4.7e-06	0.000565	-	YES	BioGRID ORCS
1957	2597	ENTREZ_GENE	GAPDH	G3PD|GAPD|HEL-S-162eP	9606	Homo sapiens	-5.448	3.26e-06	9.77e-06	0.00083	-	YES	BioGRID ORCS
1957	203068	ENTREZ_GENE	TUBB	CDCBM6|CSCSC1|M40|OK/SW-cl.56|TUBB1|TUBB5	9606	Homo sapiens	-5.4456	1.39e-05	6.62e-05	0.00284	-	YES	BioGRID ORCS
1957	8347	ENTREZ_GENE	HIST1H2BC	H2B.1|H2B/l|H2BFL|dJ221C16.3	9606	Homo sapiens	-5.4423	0.00022898	0.0006992	0.010493	-	YES	BioGRID ORCS
1957	339487	ENTREZ_GENE	ZBTB8OS	ARCH|ARCH2	9606	Homo sapiens	-5.4319	7.86e-08	3.62e-07	0.000141	-	YES	BioGRID ORCS
1957	8697	ENTREZ_GENE	CDC23	ANAPC8|APC8|CUT23	9606	Homo sapiens	-5.4213	0.00010884	0.00042719	0.007613	-	YES	BioGRID ORCS
1957	51490	ENTREZ_GENE	SPOUT1	C9orf114|CENP-32|HSPC109	9606	Homo sapiens	-5.4197	8.78e-08	3.62e-07	0.000141	-	YES	BioGRID ORCS
1957	55651	ENTREZ_GENE	NHP2	DKCB2|NHP2P|NOLA2|FLJ20479	9606	Homo sapiens	-5.3363	2.14e-07	3.26e-06	0.000441	-	YES	BioGRID ORCS
1957	8331	ENTREZ_GENE	HIST1H2AJ	H2A/E|H2AFE|dJ160A22.4	9606	Homo sapiens	-5.3314	3.36e-07	1.09e-06	0.00027	-	YES	BioGRID ORCS
1957	6921	ENTREZ_GENE	ELOC	SIII|TCEB1	9606	Homo sapiens	-5.3205	0.001863	0.0036328	0.034726	-	YES	BioGRID ORCS
1957	10907	ENTREZ_GENE	TXNL4A	BMKS|DIB1|DIM1|SNRNP15|TXNL4|U5-15kD|HsT161	9606	Homo sapiens	-5.3144	1.78e-06	4.7e-06	0.000565	-	YES	BioGRID ORCS
1957	23761	ENTREZ_GENE	PISD	DJ858B16|PSD|PSDC|PSSC|dJ858B16.2	9606	Homo sapiens	-5.3047	2.45e-05	0.00011539	0.003852	-	YES	BioGRID ORCS
1957	26015	ENTREZ_GENE	RPAP1	DKFZP727M111|KIAA1403|FLJ12732	9606	Homo sapiens	-5.2613	6.14e-06	2.79e-05	0.001665	-	YES	BioGRID ORCS
1957	8815	ENTREZ_GENE	BANF1	BAF|BCRP1|D14S1460|NGPS	9606	Homo sapiens	-5.261	4.55e-06	1.99e-05	0.001315	-	YES	BioGRID ORCS
1957	158	ENTREZ_GENE	ADSL	AMPS|ASASE|ASL	9606	Homo sapiens	-5.2454	2.92e-07	1.09e-06	0.00027	-	YES	BioGRID ORCS
1957	6168	ENTREZ_GENE	RPL37A	L37A	9606	Homo sapiens	-5.2342	9.07e-05	0.00027455	0.00597	-	YES	BioGRID ORCS
1957	5111	ENTREZ_GENE	PCNA	ATLD2	9606	Homo sapiens	-5.2253	0.00011228	0.00035268	0.006837	-	YES	BioGRID ORCS
1957	6428	ENTREZ_GENE	SRSF3	SFRS3|SRp20	9606	Homo sapiens	-5.1589	0.0014614	0.0041109	0.038668	-	YES	BioGRID ORCS
1957	59286	ENTREZ_GENE	UBL5	HUB1	9606	Homo sapiens	-5.1521	0.00010329	0.00032519	0.006554	-	YES	BioGRID ORCS
1957	2958	ENTREZ_GENE	GTF2A2	HsT18745|T18745|TF2A2|TFIIA|TFIIA-12|TFIIA-gamma|TFIIAS	9606	Homo sapiens	-5.1477	3.59e-06	1.41e-05	0.001049	-	YES	BioGRID ORCS
1957	55272	ENTREZ_GENE	IMP3	BRMS2|C15orf12|MRPS4|FLJ10968	9606	Homo sapiens	-5.1438	3.29e-05	0.00015518	0.004434	-	YES	BioGRID ORCS
1957	861	ENTREZ_GENE	RUNX1	AML1|AML1-EVI-1|AMLCR1|CBF2alpha|CBFA2|EVI-1|PEBP2aB|PEBP2alpha|PEBP2A2	9606	Homo sapiens	-5.1394	2.02e-07	1.09e-06	0.00027	-	YES	BioGRID ORCS
1957	389362	ENTREZ_GENE	PSMG4	C6orf86|PAC4|bA506K6.2	9606	Homo sapiens	-5.1122	1.73e-08	3.62e-07	0.000141	-	YES	BioGRID ORCS
1957	2356	ENTREZ_GENE	FPGS	-	9606	Homo sapiens	-5.0776	3.12e-06	9.77e-06	0.00083	-	YES	BioGRID ORCS
1957	8345	ENTREZ_GENE	HIST1H2BH	H2B/j|H2BFJ	9606	Homo sapiens	-5.0734	4.58e-05	0.00013854	0.004196	-	YES	BioGRID ORCS
1957	11051	ENTREZ_GENE	NUDT21	CFIM25|CPSF5	9606	Homo sapiens	-5.0373	2.37e-05	7.42e-05	0.003048	-	YES	BioGRID ORCS
1957	79912	ENTREZ_GENE	PYROXD1	MFM8|FLJ22028|DKFZp762G094	9606	Homo sapiens	-5.0235	0.00011775	0.00047783	0.008331	-	YES	BioGRID ORCS
1957	6636	ENTREZ_GENE	SNRPF	SMF|Sm-F|snRNP-F	9606	Homo sapiens	-5.0141	8.43e-06	4.16e-05	0.002132	-	YES	BioGRID ORCS
